id,latitude_deg,longitude_deg
4PA8,40.43289948,-75.14959717
4PA9,40.50009918,-75.56629944
4PN0,41.21640015,-80.09369659
4PN2,38.29439926,-81.56559753
4PN3,39.86650085,-79.95059967
4PN4,39.84540176,-76.28520203
4PN5,40.52719879,-75.07749939
4PN6,40.15010071,-77.03299713
4PN7,41.41809845,-76.53440094
4PN8,41.53089905,-75.87830353
4PN9,40.28779984,-75.76589966
4PS2,40.50139999,-78.40809631
4PS3,41.788417,-79.518586
4PS4,39.85430145,-75.5727005
4PS5,39.92050171,-79.94869995
4PS6,40.63669968,-77.4835968
4PS7,39.73619843,-75.94360352
4PS8,39.893333,-75.818333
4PS9,40.59870148,-79.58119965
4R6,46.25830078,-97.43789673
4S4,45.58259964,-123.0530014
4S5,48.62639999,-97.43920135
4S6,46.63759995,-121.1240005
4S7,42.00099945,-121.3960037
4SC4,34.76530075,-82.69110107
4SC7,33.57830048,-81.51170349
4SD4,44.04169846,-103.0459976
4T7,32.01380157,-97.98139954
4TA0,29.35549927,-95.6638031
4TA1,33.30289841,-97.11139679
4TA3,32.89870071,-98.46009827
4TA4,29.93910027,-96.05970001
4TA5,33.8526001,-98.64620209
4TA6,30.0223999,-99.38369751
4TA7,27.86109924,-97.19889832
4TA8,30.61680031,-101.0169983
4TA9,29.62750053,-95.76940155
4TE0,32.93349838,-94.73349762
4TE1,36.26699829,-100.5350037
4TE2,29.54409981,-100.6729965
4TE3,35.11669922,-101.4420013
4TE4,29.62100029,-103.6790009
4TE5,31.9333992,-105.2009964
4TE6,30.06270027,-94.94740295
4TE7,29.74080086,-100.9649963
4TE8,30.32099915,-94.07350159
4TE9,29.26409912,-99.3506012
4TN0,36.15190125,-83.73280334
4TN1,35.02510071,-87.75779724
4TN2,35.88339996,-84.96880341
4TN3,35.11830139,-89.36779785
4TN4,35.18999863,-89.63860321
4TN5,35.84780121,-87.44950104
4TN6,35.14979935,-86.58080292
4TN7,36.00009918,-88.41750336
4TN8,35.68230057,-88.85510254
4TN9,35.6108017,-88.69470215
4TS0,29.75379944,-95.3655014
4TS1,29.72330093,-95.45800018
4TS2,29.85720062,-95.50630188
4TS3,31.732789,-95.626
4TS4,29.97520065,-95.3687973
4TS5,30.22190094,-99.49839783
4TS6,29.90060043,-95.58580017
4TS7,30.45019913,-102.927002
4TS8,29.375,-99.34200287
4TS9,30.32379913,-97.86779785
4TX0,29.86359978,-94.83439636
4TX1,32.37459946,-99.74289703
4TX2,32.96680069,-97.2335968
4TX3,33.66120148,-95.83360291
4TX4,32.62789917,-97.19200134
4TX5,32.22990036,-96.25969696
4TX6,32.41270065,-94.81829834
4TX7,33.41949844,-99.86560059
4TX8,33.24869919,-97.22389984
4TX9,29.50799942,-98.57920074
4U4,48.51390076,-109.0619965
4U7,45.86059952,-114.2200012
4U8,39.02220154,-87.1875
4V6,42.68220139,-102.7009964
4V8,42.92710114,-72.86569977
4VA0,37.63650131,-78.73000336
4VA1,36.6867981,-79.66609955
4VA2,38.63619995,-77.28610229
4VA3,37.42990112,-77.39440155
4VA4,38.93479919,-78.54000092
4VA5,37.6595993,-78.92220306
4VA6,37.88069916,-75.5059967
4VA7,37.29679871,-82.12870026
4VA8,37.61380005,-77.29579926
4VA9,38.56900024,-77.92050171
4VG2,37.858056,-77.547222
4W0,47.395401,-121.5360031
4W4,36.28350067,-79.0789032
4W6,48.99010086,-122.7320023
4W7,36.06679916,-79.28309631
4W8,46.9905014,-123.4300003
4W9,35.05070114,-77.73609924
4WA0,46.94029999,-119.737999
4WA1,45.60829926,-122.1969986
4WA2,46.92720032,-122.9680023
4WA3,46.13029861,-122.9410019
4WA4,48.54150009,-122.887001
4WA6,46.61849976,-118.5950012
4WA7,47.05899811,-123.2600021
4WA8,48.83480072,-122.2639999
4WA9,47.43230057,-122.6679993
4WI0,44.93330002,-91.2723999
4WI1,43.48329926,-89.18340302
4WI2,45.60609818,-89.02149963
4WI3,45.32519913,-88.13729858
4WI4,45.57410049,-89.7480011
4WI5,44.72359848,-91.4598999
4WI6,43.80419922,-87.89730072
4WI8,44.05130005,-91.376297
4WI9,45.00690079,-92.19180298
4WN2,44.41699982,-89.98639679
4WN3,45.33209991,-88.53600311
4WN4,45.29410172,-91.23290253
4WN5,45.45700073,-92.37830353
4WN6,45.07279968,-87.61820221
4WN7,44.47119904,-87.99430084
4WN8,43.005208,-88.470747
4WN9,42.5975,-88.146389
4WV4,39.16999817,-79.06169891
4XA2,28.789167,-97.763389
4XA3,32.253611,-99.498611
4XA4,30.734958,-97.143378
4XA5,34.03775,-98.496
4XA6,29.936561,-93.988878
4XA7,32.912967,-96.952469
4XA8,31.849722,-103.090833
4XS0,29.92970085,-95.9641037
4XS1,32.13389969,-96.52059937
4XS2,33.17060089,-97.73169708
4XS3,29.16799927,-95.62129974
4XS4,33.02865,-96.887
4XS5,31.12190056,-93.8030014
4XS6,30.39189911,-98.66139984
4XS8,29.96689987,-98.11699677
4XS9,30.09600067,-98.16280365
4Y1,42.56529999,-83.85649872
4Y8,43.20220184,-82.75409698
4Y9,44.30830002,-85.77230072
4Z2,65.9048996,-163.3289948
4Z5,62.00719833,-141.1809998
4Z7,55.903324,-130.009975
4Z9,59.45220184,-151.5220032
50AK,61.380461,-150.11625
50AR,35.05450058,-93.38770294
50AZ,36.05970001,-110.5879974
50CA,33.77890015,-118.185997
50CL,33.85079956,-118.1330032
50CO,40.65829849,-104.9509964
50FD,30.51819992,-85.19879913
50FL,30.85330009,-87.23940277
50G,43.1833992,-84.13330078
50GA,30.95079994,-83.23419952
50II,39.77370071,-86.75640106
50IL,42.48889923,-88.17430115
50IN,39.218102,-87.368103
50IS,42.29449844,-89.63790131
50K,40.11610031,-96.19450378
50KS,37.66559982,-98.61979675
50KY,38.12979889,-84.3302002
50LA,29.68630028,-90.78340149
50LS,30.478264,-90.793722
50M,35.68939972,-86.61499786
50MI,43.15729904,-85.29419708
50MN,45.79359818,-96.30010223
50MO,36.73839951,-91.87380219
50NC,35.54499817,-80.66860199
50NE,40.93999863,-98.07810211
50NJ,39.95230103,-75.08409882
50NM,36.30279922,-106.487999
50NY,42.8144989,-77.57330322
50OG,45.531417,-123.084528
50OH,41.6631012,-83.41549683
50OI,39.74259949,-83.03820038
50OK,35.42279816,-97.52110291
50OR,44.09730148,-120.9469986
50PA,40.9333992,-75.34960175
50PN,40.39120102,-79.57119751
50S,43.77880096,-116.9380035
50TA,29.68770027,-97.99610138
50TE,30.23049927,-98.47530365
50TN,36.352339,-88.350492
50TS,29.46080017,-98.33059692
50TX,30.13759995,-98.52539825
50VA,37.41740036,-79.17250061
50WA,46.61980057,-122.9649963
50WI,44.11389923,-88.52709961
50WY,42.826667,-106.254167
50XS,29.04330063,-100.5849991
51AK,62.242289,-150.065814
51AZ,34.59,-112.331389
51CA,34.42359924,-116.6169968
51CL,38.23049927,-121.2220001
51CO,38.88560104,-107.8040009
51FD,28.6678009,-81.91809845
51FL,29.39489937,-82.86979675
51G,43.14310074,-83.79579926
51GA,33.5080986,-84.60050201
51IL,40.27170181,-88.49449921
51IN,40.49280167,-86.9056015
51IS,39.65919876,-90.70010376
51K,38.9314003,-94.88500214
51KS,38.63700104,-97.21360016
51KY,37.11320114,-82.81240082
51LA,30.14349937,-91.15319824
51LS,30.438053,-92.116653
51M,44.68059921,-84.125
51MI,42.61610031,-83.35600281
51MN,46.450953,-95.848272
51MO,37.12170029,-89.84760284
51NC,35.86190033,-78.34860229
51NE,41.47079849,-96.02110291
51NJ,39.50104395,-74.6084547
51NK,40.79923022,-72.7628991
51NY,43.17950058,-78.03970337
51OH,41.07030106,-84.08630371
51OI,40.85509872,-81.59899902
51OK,35.793611,-96.029722
51OR,44.99959946,-122.9769974
51PA,39.88339996,-77.08300018
51PN,40.49919891,-79.86530304
51SC,33.14220047,-80.95559692
51TA,32.645401,-97.41470337
51TE,32.470192,-97.787119
51TN,35.53310013,-86.97689819
51TS,33.6371994,-96.6242981
51TX,32.53960037,-95.66829681
51VA,38.71620178,-77.6339035
51WA,47.26819992,-122.0680008
51WI,44.06280136,-88.55729675
51WT,48.010417,-118.362028
51XS,29.69330025,-93.96679688
51Z,65.14369965,-149.3699951
52AK,60.50579834,-151.2460022
52AR,35.28010178,-92.24150085
52AZ,35.38330078,-113.3010025
52B,45.46120071,-69.59780121
52CA,33.85309982,-117.4240036
52CL,34.53749847,-117.4609985
52CN,40.34429932,-121.7750015
52CO,39.10969925,-104.6539993
52FA,27.939611,-81.432028
52FD,30.40239906,-86.86660004
52FL,27.75029945,-81.55950165
52GA,33.5381012,-84.47440338
52I,43.84690094,-84.01139832
52II,41.33890152,-86.26329803
52IL,40.41030121,-88.06490326
52IN,39.34140015,-87.53140259
52IS,41.38690186,-88.26580048
52K,39.49890137,-96.17169952
52KS,38.90280151,-95.13220215
52KY,38.11809921,-84.30239868
52LA,29.95019913,-90.07089996
52MN,48.64300156,-96.80729675
52MO,37.96229935,-90.14430237
52NC,34.84460068,-77.26670074
52ND,47.18939972,-97.28949738
52NE,42.04499817,-103.9660034
52NJ,40.63869858,-74.86820221
52NM,32.63389969,-105.685997
52NY,42.93059921,-77.64420319
52OH,40.27059937,-81.84819794
52OI,40.81280136,-81.39620209
52OK,36.14229965,-95.95860291
52OR,45.74539948,-122.8460007
52PA,40.76309967,-76.00469971
52PN,39.75009918,-77.6996994
52S,47.32490158,-114.0810013
52TA,33.4640007,-96.35030365
52TE,30.51689911,-99.51699829
52TS,30.4185009,-98.16280365
52TX,28.96640015,-95.29060364
52U,43.82490158,-115.3320007
52VA,38.75979996,-77.50640106
52WA,46.93209839,-117.9759979
52WI,45.159644,-90.056883
52XS,29.54100037,-95.1289978
52Y,47.06800079,-93.91410065
52Z,60.64110184,-149.496994
53AK,60.53450012,-150.9389954
53AZ,36.58810043,-110.6549988
53CA,34.2818985,-118.6549988
53CL,38.85960007,-123.5910034
53CN,39.07490158,-121.9179993
53CO,37.55310059,-102.3919983
53FD,30.47750092,-84.03469849
53FL,29.64410019,-82.35320282
53GA,34.1678009,-85.25859833
53IA,41.95000076,-92.57659912
53II,41.07310104,-84.84079742
53IL,40.15280151,-88.51670074
53IN,40.52140045,-86.21499634
53IS,38.00939941,-88.91860199
53K,38.63439941,-95.80180359
53KS,38.10829926,-97.43280029
53KY,37.27230072,-84.55719757
53LA,29.05719948,-89.30280304
53M,45.13230133,-83.44799805
53MI,42.59389877,-83.49919891
53MN,43.54589844,-93.0266037
53MO,37.15200043,-90.07089996
53NC,34.37810135,-79.08059692
53ND,47.54809952,-99.94709778
53NE,41.08140182,-96.40339661
53NJ,39.49039841,-74.60679626
53NY,42.95840073,-77.61579895
53OH,41.1344986,-84.45079803
53OI,41.46089935,-81.69760132
53OK,35.25009918,-97.76699829
53OR,45.51010132,-122.7730026
53PA,40.92060089,-76.99140167
53PN,40.63010025,-79.11360168
53TA,34.15430069,-99.2641983
53TE,29.467222,-98.695556
53TS,33.48400116,-96.83920288
53TX,29.21610069,-98.54949951
53U,48.07500076,-114.0009995
53VA,38.63399887,-77.75749969
53VG,37.6138889,-75.8011111
53W,43.55450058,-84.97889709
53WA,46.29240036,-118.9830017
53WI,42.69810104,-89.78679657
53WT,47.946442,-124.393664
53XS,26.14839935,-97.59169769
54AK,61.60710144,-149.5740051
54AR,35.392856,-93.758706
54AZ,32.60089874,-114.6660004
54CA,32.68389893,-117.0820007
54CL,33.52090073,-116.7969971
54CN,38.7541008,-120.8990021
54CO,40.51869965,-107.5449982
54FD,28.18860054,-82.62670135
54FL,27.9496994,-82.46009827
54GA,33.46429825,-84.26830292
54II,40.62450027,-86.15529633
54IL,41.12860107,-88.80200195
54IN,39.7887001,-86.16190338
54IS,41.52669907,-89.41809845
54KS,38.80279922,-95.11270142
54KY,36.73109818,-88.24720001
54L,34.05810165,-118.2360001
54LA,30.56270027,-91.03839874
54LL,39.80979919,-89.65509796
54M,35.05400085,-89.58000183
54ME,43.949444,-70.320278
54MI,42.81029892,-84.08309937
54MN,44.8791008,-93.88549805
54MO,37.00139999,-92.94049835
54NC,36.23939896,-76.41719818
54NH,43.69749832,-71.4957962
54NJ,40.41680145,-73.99960327
54NY,42.35509872,-78.03530121
54OH,41.12340164,-84.61769867
54OI,40.4803009,-83.6384964
54OK,35.86949921,-96.03500366
54OR,44.06710052,-121.2689972
54PA,40.23619843,-78.30529785
54PN,40.4272995,-79.74749756
54TA,32.29970169,-96.87329865
54TE,30.51519966,-97.26689911
54TS,32.81119919,-99.85179901
54TX,30.67740059,-98.52529907
54U,45.1332016,-115.3180008
54UT,41.164722,-111.971389
54VA,37.06539917,-76.4838028
54W,42.7181,-89.4237
54WA,47.43930054,-122.2480011
54WI,45.00830078,-92.27519989
54X,31.575192,-97.300986
55AK,61.49580002,-149.6990051
55AZ,32.87390137,-111.9599991
55CA,37.76689911,-122.151001
55CL,35.26330185,-119.0459976
55CN,34.07780075,-118.2600021
55CO,39.36249924,-104.5999985
55FD,30.81850052,-86.68800354
55FL,26.68729973,-80.05729675
55G,43.29779816,-82.6065979
55GA,33.96390152,-84.01809692
55GE,34.98059845,-84.74160004
55H,43.81349945,-115.1350021
55II,39.47999954,-86.07779694
55IL,41.27780151,-87.82230377
55IN,41.1446991,-84.86219788
55IS,39.52500153,-87.80590057
55KY,36.58890152,-88.33450317
55LA,30.49160004,-92.44539642
55LL,42.15420151,-88.5114975
55ME,44.318056,-69.138333
55MI,44.80080032,-83.9858017
55MN,45.83520126,-93.33550262
55MO,38.87229919,-91.2602005
55NC,35.28969955,-77.584198
55ND,47.35559845,-102.7109985
55NE,41.24060059,-96.02950287
55NJ,40.63339996,-74.76629639
55NM,34.48339844,-106.612999
55NY,42.08200073,-79.31230164
55OH,41.47589874,-81.95069885
55OI,40.8586998,-80.53530121
55OK,36.22399902,-95.57830048
55OR,44.43600082,-123.3079987
55PA,40.89559937,-75.94409943
55S,46.60419846,-121.6780014
55T,35.21530151,-101.4089966
55TA,30.28490067,-95.46769714
55TE,29.230278,-98.35
55TN,35.8260994,-84.27079773
55TX,30.11219978,-94.25630188
55VA,37.32229996,-80.72309875
55WA,46.52809906,-120.7610016
55WI,44.31800079,-89.96869659
55XS,29.16629982,-100.4179993
56AK,61.57500076,-149.6060028
56AZ,33.48199844,-113.0019989
56CA,34.05059814,-118.2460022
56CL,33.59199905,-114.6060028
56CO,37.2030983,-107.8679962
56FD,30.96459961,-85.06939697
56FL,30.87599945,-87.20749664
56G,43.57770157,-82.64759827
56GA,33.96760178,-84.5510025
56II,40.82139969,-84.91609955
56IL,42.46250153,-88.875
56IN,41.07920074,-84.94270325
56IS,40.24309921,-88.08280182
56KS,37.97719955,-100.8450012
56KY,37.47190094,-86.28780365
56LA,32.34529877,-93.81829834
56LL,41.75500107,-88.77120209
56MI,42.29169846,-83.21360016
56MN,44.64550018,-94.96140289
56MO,36.97090149,-93.92410278
56MU,37.14640045,-93.28070068
56NC,35.20669937,-82.0318985
56NE,41.03279877,-98.81199646
56NJ,40.00680161,-74.8635025
56NY,43.32529831,-78.04969788
56OH,40.90729904,-80.55149841
56OI,41.20560074,-82.33129883
56OK,35.45840073,-97.06700134
56OR,45.51593669,-122.4064493
56PA,40.4695015,-75.08209991
56PN,39.9197998,-75.19660187
56S,46.01649857,-123.9049988
56TA,32.73210144,-97.04889679
56TE,28.7135556,-100.4538611
56TS,30.33769989,-97.35030365
56TX,30.00939941,-96.75939941
56VA,36.75099945,-76.0582962
56WA,46.40219879,-117.0550003
56WI,44.77339935,-89.59369659
56XS,29.64189911,-95.5535965
57A,55.93709946,-133.3269959
57AK,61.33499908,-149.996994
57AL,30.65320015,-87.72370148
57AZ,32.44670105,-111.0029984
57B,44.30250168,-68.91059875
57CA,33.95330048,-118.3809967
57CL,35.00360107,-117.6070023
57CN,38.46910095,-121.0749969
57CO,39.73329926,-104.9670029
57D,42.73749924,-82.89019775
57FA,28.20859909,-81.11920166
57FD,28.53969955,-82.22889709
57FL,29.64909935,-82.33450317
57GA,34.86309814,-84.39379883
57II,39.96419907,-86.56749725
57IL,42.43809891,-88.60359955
57IN,38.85979843,-86.51190186
57IS,38.31669998,-88.27230072
57K,38.1283989,-94.7480011
57KY,37.36940002,-82.32420349
57LA,30.39520073,-92.21070099
57ME,43.9178009,-70.85440063
57MI,42.49560165,-84.65859985
57MN,48.40679932,-92.66680145
57MO,36.86869812,-89.57839966
57NC,35.42649841,-83.45819855
57ND,46.60829926,-97.05950165
57NE,42.92419815,-101.6940002
57NM,34.08869934,-106.1190033
57NY,42.28720093,-73.84529877
57OH,40.33620071,-81.49009705
57OI,39.99670029,-83.85469818
57OK,34.36949921,-96.1391983
57OR,43.34000015,-123.4509964
57PA,41.9029007,-77.2303009
57PN,40.39759827,-75.01069641
57TA,32.74639893,-97.65499878
57TE,29.93880081,-99.78340149
57TS,32.64459991,-97.19139862
57TX,28.44190025,-97.80439758
57VA,37.45100021,-78.6785965
57WA,46.87350082,-119.1299973
57WI,43.74440002,-87.96779633
57XS,30.69689941,-97.56009674
58A,62.11339951,-146.0410004
58AK,61.55260086,-149.3399963
58AZ,34.093611,-110.932778
58C,42.87279892,-89.07569885
58CA,34.05450058,-118.2289963
58CL,33.19169998,-116.276001
58CN,39.46239853,-120.5660019
58CO,37.62720108,-107.8040009
58F,33.36539841,-97.14610291
58FD,28.01420021,-81.54060364
58FL,26.41559982,-80.19139862
58GA,32.9978981,-82.80460358
58II,39.52090073,-85.90000153
58IL,41.23839951,-87.85949707
58IN,41.25839996,-84.86389923
58IS,37.72370148,-88.95700073
58J,34.13769913,-79.92060089
58KS,38.92219925,-97.70860291
58KY,38.1208992,-85.33190155
58LA,30.91959953,-91.16680145
58MA,42.36169815,-71.5089035
58MI,41.926111,-83.388333
58MN,49.35139847,-95.07109833
58MO,38.19589996,-90.39350128
58N,40.28760147,-76.57749939
58NC,35.34680176,-82.05509949
58NE,41.25920105,-96.040802
58NJ,39.38619995,-74.4260025
58NY,40.65060043,-73.56790161
58OH,41.67919922,-82.8470993
58OI,41.46170044,-81.08540344
58OK,36.73339844,-95.91690063
58OR,43.30970001,-123.1269989
58PA,40.59180069,-76.51439667
58S,48.40800095,-114.3000031
58TE,33.40650177,-102.0770035
58TS,31.79789925,-97.37969971
58TX,32.65119934,-97.93360138
58VA,38.5951004,-77.64610291
58WA,46.50740051,-117.4499969
58WI,45.64509964,-92.36640167
58XS,31.83069992,-101.0559998
59AK,61.63180161,-149.3410034
59AS,45.850669,-122.544514
59AZ,34.74449921,-112.4449997
59B,45.63280106,-70.24880219
59CA,37.80329895,-122.0289993
59CL,32.96250153,-115.5419998
59CN,38.8348999,-121.5299988
59CO,39.83330154,-104.3170013
59FD,26.32029915,-80.9878006
59FL,26.85950089,-80.05729675
59GA,34.01369858,-83.71160126
59ID,43.184833,-111.049361
59II,37.90390015,-87.79029846
59IL,41.92580032,-88.64640045
59IN,41.47370148,-86.45079803
59IS,38.90449905,-89.40149689
59KS,38.40840149,-95.01909637
59KY,37.89780045,-85.55519867
59L,34.05419922,-118.2429962
59LA,29.95019913,-91.98259735
59M,45.05580139,-85.35590363
59MI,42.69169998,-82.55740356
59MN,48.59939957,-95.18689728
59MO,38.69279861,-91.45130157
59NC,36.09740067,-79.55529785
59NE,41.08110046,-98.62950134
59NJ,40.30459976,-74.10790253
59NM,34.54729843,-103.4639969
59NY,43.23059845,-78.69000244
59OH,38.97529984,-84.03420258
59OI,41.45019913,-81.05079651
59OK,35.67369843,-95.20549774
59OR,45.93190002,-119.2969971
59PA,40.53760147,-75.08709717
59PN,40.3158989,-76.68579865
59TA,29.61520004,-95.60440063
59TE,29.80579948,-95.75299835
59TN,35.39609909,-89.67579651
59TS,28.14310074,-98.15830231
59TX,32.48720169,-97.49030304
59VA,36.94200134,-82.64379883
59WA,46.85039902,-122.935997
59WI,43.03390121,-89.19259644
59XS,31.07769966,-97.36329651
5A2,32.55929947,-83.67489624
5A5,36.42969894,-93.69560242
5A8,59.2826004,-158.6179962
5AK,62.06340027,-146.4490051
5AK0,60.81549835,-151.798996
5AK1,61.18080139,-151.0410004
5AK2,64.73069763,-147.3480072
5AK3,64.77320099,-147.3339996
5AK4,61.60609818,-149.0390015
5AK5,61.65710068,-149.4620056
5AK6,61.55699921,-149.2680054
5AK8,61.63140106,-149.4320068
5AK9,61.54850006,-149.1900024
5AL,30.45000076,-87.80780029
5AL1,31.6807003,-86.68190002
5AL2,30.52659988,-88.09889984
5AL3,33.1529007,-86.85140228
5AL4,31.1215992,-85.36540222
5AL5,34.69110107,-87.65280151
5AL6,32.818711,-85.741164
5AL7,31.25,-86.16670227
5AL8,31.10499954,-85.99310303
5AR1,33.71260071,-91.4611969
5AR2,35.375,-90.20639801
5AR3,34.35010147,-91.78350067
5AR4,33.64820099,-93.58550262
5AR5,34.74760056,-92.3667984
5AR6,34.65679932,-92.40460205
5AR7,35.68669891,-90.79360199
5AR8,33.6167984,-94.11689758
5AR9,36.34170151,-92.39320374
5AZ0,33.62530136,-111.9219971
5AZ1,33.45619965,-111.4919968
5AZ2,33.4068985,-112.0719986
5AZ3,33.21250153,-111.6169968
5AZ4,32.24250031,-110.9459991
5AZ5,32.17890167,-110.7399979
5AZ6,32.925,-112.259444
5AZ7,32.84719849,-111.9499969
5AZ8,34.85559845,-111.822998
5AZ9,33.03279877,-109.987999
5B1,44.79140091,-71.82180023
5B4,48.80970001,-102.2450027
5B6,41.58560181,-70.54039764
5B7,42.6908989,-73.57959747
5B9,44.08060074,-72.00789642
5BK,63.53509903,-145.8609924
5BL,59.6446991,-151.5019989
5C5,55.95859909,-133.253006
5CA0,34.15829849,-118.2860031
5CA1,35.95660019,-120.8700027
5CA2,34.67537624,-116.8153498
5CA3,37.94660187,-122.4869995
5CA4,34.75329971,-116.1539993
5CA5,35.79299927,-119.1839981
5CA6,35.79109955,-119.2300034
5CA7,36.33610153,-120.2470016
5CA8,38.25630188,-120.9319992
5CA9,38.97769928,-122.7180023
5CD,68.06539917,-149.5800018
5CL0,37.34049988,-119.8619995
5CL1,35.40470123,-120.5250015
5CL2,37.03580093,-121.5719986
5CL3,37.66799927,-121.1989975
5CL4,36.6977005,-121.651001
5CL5,33.68500137,-117.8550034
5CL6,34.05329895,-118.2389984
5CL7,34.30810165,-114.1869965
5CL8,35.17610168,-118.9229965
5CL9,37.1413002,-119.5080032
5CO0,38.81669998,-102.3059998
5CO1,38.83330154,-107.8590012
5CO2,40.40390015,-105.0510025
5CO3,38.703611,-108.063164
5CO4,39.70000076,-104.2509995
5CO5,40.67309952,-104.9199982
5CO6,39.54999924,-105.2839966
5CO7,40.77500153,-107.5339966
5CO8,40.34140015,-106.848999
5CO9,40.08570099,-120.2350006
5CT0,41.91040039,-72.06809998
5CT1,41.50839996,-73.03730011
5CT2,41.25260162,-72.99569702
5CT3,41.64450073,-72.57230377
5CT4,41.11119843,-73.42179871
5CT5,41.63230133,-73.21620178
5CT6,41.91949844,-72.11840057
5CT7,41.3022995,-72.29620361
5CT8,41.04399872,-73.53179932
5D1,40.83980179,-81.30819702
5D2,43.44829941,-93.20189667
5D5,45.16500092,-85.57180023
5D6,40.64810181,-81.0687027
5D7,39.75839996,-84.19159698
5D9,41.22389984,-82.95770264
5.00E+09,40.40800095,-83.2193985
5F5,32.34460068,-93.79989624
5F8,32.79180145,-93.95709991
5FA1,28.87800026,-81.94090271
5FD0,29.49270058,-82.99120331
5FD1,30.4321003,-85.2888031
5FD2,26.74920082,-80.04920197
5FD3,30.60849953,-85.09130096
5FD4,29.471139,-81.244306
5FD5,30.59550095,-84.98130035
5FD6,26.74230003,-82.25869751
5FD7,28.61170006,-82.36789703
5FD8,26.67060089,-82.1359024
5FD9,26.5114994,-82.08840179
5FL0,28.41309929,-82.2233963
5FL1,29.90329933,-83.60790253
5FL2,27.48279953,-82.52320099
5FL3,27.93219948,-82.28839874
5FL4,29.80080032,-81.50090027
5FL5,26.71479988,-80.05390167
5FL6,30.60440063,-84.79070282
5FL7,28.97800064,-82.36370087
5FL8,30.88820076,-85.16770172
5FL9,30.73629951,-86.21299744
5G0,42.98139954,-77.9375
5G2,40.05419922,-78.84700012
5G3,43.96519852,-97.02980042
5G4,46.34880066,-91.49819946
5G8,40.37649918,-79.60839844
5GA0,33.2276001,-84.54440308
5GA1,33.98730087,-83.97380066
5GA2,33.57320023,-84.90969849
5GA3,33.16009903,-84.36519623
5GA4,34.10589981,-84.44850159
5GA5,33.25979996,-84.34940338
5GA6,32.14989853,-83.86129761
5GA7,33.2018013,-85.23049927
5GA8,33.91289902,-84.20939636
5GA9,33.79930115,-84.38739777
5GE1,32.57030106,-83.72190094
5H3,44.77140045,-96.68810272
5HO,60.90409851,-149.6239929
5I2,40.53979874,-86.5483017
5I6,40.58420181,-86.25689697
5IA0,41.70420074,-93.0515976
5IA2,42.49580002,-96.40170288
5IA3,40.84389877,-93.54270172
5IA4,42.5141983,-96.39749908
5IA5,43.14300156,-92.87799835
5IA6,42.83050156,-94.01159668
5IA7,41.42169952,-91.83319855
5IA8,43.4239006,-96.17199707
5IA9,43.18360138,-95.48970032
5II1,39.78279877,-86.61750031
5II2,39.55979919,-86.13500214
5II3,39.2887001,-86.34719849
5II4,39.58950043,-86.39050293
5II5,39.94779968,-86.73280334
5II6,38.59479904,-85.44519806
5II7,41.06439972,-85.16000366
5II8,38.41009903,-86.12889862
5II9,39.35279846,-87.37339783
5IL0,37.80189896,-89.02610016
5IL1,42.34609985,-89.28649902
5IL2,38.06389999,-89.38780212
5IL3,40.95560074,-90.38249969
5IL4,42.07555607,-88.21111947
5IL6,37.74280167,-88.99250031
5IL7,41.29190063,-88.58920288
5IL8,41.80500031,-88.05169678
5IL9,38.64250183,-88.94889832
5IN1,39.7621994,-86.39559937
5IN2,39.86220169,-85.98470306
5IN3,40.3003006,-86.0503006
5IN4,41.48339844,-86.94999695
5IN5,41.28779984,-85.90059662
5IN6,41.58750153,-86.90280151
5IN7,41.73559952,-84.83719635
5IN8,41.67240143,-85.04139709
5IN9,41.31620026,-85.46499634
5IS1,37.72700119,-89.22119904
5IS2,39.29809952,-90.4151001
5IS3,38.07839966,-89.979599
5IS4,39.76610184,-88.77950287
5IS6,41.10559845,-89.83899689
5IS7,40.03889847,-87.78170013
5IS8,42.31949997,-88.27899933
5IS9,40.33060074,-91.05010223
5J2,43.86650085,-124.0849991
5J5,33.30099869,-80.39399719
5K0,39.74250031,-101.5559998
5K2,38.45420074,-101.7460022
5K3,41.06669998,-96.33360291
5K4,40.11750031,-90.5904007
5K6,42.51409912,-88.2052002
5K9,46.28889847,-98.94210052
5KE,55.349899,-131.677002
5KO,58.87009811,-157.0099945
5KS,60.35329819,-151.2630005
5KS0,37.0945015,-97.96140289
5KS1,39.19380188,-95.21630096
5KS2,39.34170151,-101.6660004
5KS3,37.27949905,-98.01809692
5KS4,39.22999954,-101.9830017
5KS6,38.76670074,-101.2570038
5KS7,37.1556015,-98.01730347
5KS8,39.81809998,-101.3479996
5KS9,39.82580185,-101.362999
5KY2,36.85110092,-88.92690277
5KY3,36.96749878,-88.56529999
5KY4,36.80279922,-87.17639923
5KY5,36.86249924,-87.79029846
5KY6,38.420556,-85.257778
5KY7,36.63779831,-85.1638031
5KY8,37.889722,-84.927778
5KY9,37.33250046,-86.2542038
5L6,61.58639908,-149.4080048
5LA0,32.59180069,-93.82800293
5LA1,31.02799988,-91.98120117
5LA2,29.68689919,-91.19450378
5LA3,29.68740082,-91.19319916
5LA4,29.68549919,-91.18260193
5LA5,29.70050049,-91.19429779
5LA6,28.95019913,-89.38780212
5LA7,30.0515995,-91.8789978
5LA8,30.23550034,-93.21269989
5LA9,29.94300079,-90.18509674
5LL0,38.40840149,-87.83750153
5LL1,39.65000153,-88.97509766
